id,name,type,BoroCode,BoroName,Shape_Leng,Shape_Area
"One World Trade Center, #5600, New York, NY 10007, United States",Hello Hippo,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1 Whitehall St, New York, NY 10004, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"129 Fulton St, New York, NY 10038, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"299 Broadway STE 902, New York, NY 10007, United States",Pharmacy Channel,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"90 John St, New York, NY 10038, United States",Confucius Mannings Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"19 6th Ave, New York, NY 10013, United States",Tribeca Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"133 Beekman St, New York, NY 10038, United States",Avanir Pharmaceuticals,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"33 Oliver St, New York, NY 10038, United States",Generation Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"24 Catherine St, New York, NY 10038, United States",Corner Chemists Pharmacy LLC,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"27 E Broadway, New York, NY 10002, United States",278 Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"17 E Broadway, New York, NY 10013, United States",ABC Pharmacy V Corporation,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"75 E Broadway, New York, NY 10002, United States",L C Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"4 E Broadway, New York, NY 10038, United States",Forever Health Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"12 Bowery A, New York, NY 10013, United States",Alisons Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"159 E Broadway, New York, NY 10002, United States",Century Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"98 E Broadway, New York, NY 10002, United States",East Broadway Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"11 Chatham Square, New York, NY 10038, United States",Buy-Rite Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"500 Grand St, New York, NY 10002, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"400 Grand St, New York, NY 10002, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"225 Madison St, New York, NY 10002, United States",Century Pharmacy,"pharmacy, finance, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"204 Clinton St # 1, New York, NY 10002, United States",Medilane Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"203 Madison St, New York, NY 10002, United States",Madison Rx Pharmacy Inc.,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"527 Grand St, New York, NY 10002, United States",People Choice Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"100 Delancey St, New York, NY 10002, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"459 Broadway, New York, NY 10013, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"534 Hudson St, New York, NY 10014, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"158 Bleecker St, New York, NY 10012, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"106 Lafayette St, New York, NY 10013, United States",Buy-Rite Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"75 Christopher St, New York, NY 10014, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"132 Thompson St, New York, NY 10012, United States",Thompson Chemists,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"360 6th Ave, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"60 Spring St, New York, NY 10012, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"179 Grand St #2, New York, NY 10013, United States",Villy Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"81 Bowery, New York, NY 10002, United States",Noho Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"207 Grand St, New York, NY 10013, United States",Minh Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"95 Bowery, New York, NY 10002, United States",Bowery Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"118 Mott St, New York, NY 10013, United States",All Health Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"77 Mott St, New York, NY 10013, United States",Peoples Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"215 Grand St, New York, NY 10013, United States",Buy Rite Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"139 Centre St, New York, NY 10013, United States",ABC Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"244 Grand St, New York, NY 10002, United States",Forever Health Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"108A Bowery, New York, NY 10013, United States",Healthy Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"161 Hester St, New York, NY 10013, United States",Alrite Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"187 Centre St, New York, NY 10013, United States",Centre Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"210 Canal St #1, New York, NY 10013, United States",Canal Street Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"153 Hester St, New York, NY 10013, United States",Hester Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"139 Centre St, New York, NY 10013, United States",139 Center Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"87 Elizabeth St #1, New York, NY 10013, United States",E Z Care Pharmacy LLC,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"194 E 2nd St, New York, NY 10009, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"99 Avenue D, New York, NY 10009, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"743 E 9th St, New York, NY 10009, United States",Faith Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"753 E 5th St, New York, NY 10009, United States",Equal Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"273 E 3rd St, New York, NY 10009, United States",Loisaida Drug & Surgicals,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"78 Clinton St, New York, NY 10002, United States",Medi Express Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"93 Avenue D, New York, NY 10009, United States",East Drive Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"41 Avenue A, New York, NY 10009, United States",East Village Prescription Center,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"360 E 4th St, New York, NY 10009, United States",Erins Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"81 1st Avenue, New York, NY 10003, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"178 Loisaida Ave, New York, NY 10009, United States",Avenue C Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"196 Orchard St, New York, NY 10002, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"131 Essex St, New York, NY 10002, United States",1699 Fancy Pharmacy Inc.,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"407 Grand St, New York, NY 10002, United States",Levitt Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"81 8th Ave, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"302 W 12th St, New York, NY 10014, United States",Grove Drugs,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"77 7th Ave, New York, NY 10011, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"188 9th Ave, New York, NY 10011, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"205 8th Ave, New York, NY 10011, United States",Community Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"356 W 18th St, New York, NY 10011, United States",Callen-Lorde Community Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"414 6th Ave, New York, NY 10011, United States",C.O. Bigelow Chemists,"pharmacy, tourist_attraction, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"500 W 23rd St, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"475 6th Ave, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"56 7th Ave, New York, NY 10011, United States",Elm Drugs,"pharmacy, food, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"636 6th Ave, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"20 University Pl, New York, NY 10003, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"65 5th Ave, New York, NY 10003, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"442 6th Ave, New York, NY 10011, United States",The US Drugs Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"575 6th Ave, New York, NY 10011, United States",Pharmacy Audit Specialists,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"77 Christopher St, New York, NY 10014, United States",New York Chemists,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"215 W 14th St, New York, NY 10011, United States",NYC Chelsea Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"346 Bleecker St, New York, NY 10014, United States",Village Apothecary,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"20 Astor Pl, New York, NY 10003, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"37 W 20th St, New York, NY 10011, United States",Idea Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1 Union Square South, New York, NY 10003, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"338 E 23rd St, New York, NY 10010, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"161 E 23rd St, New York, NY 10010, United States","Thomas J. Schroder Sr, BS","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"465 2nd Ave, New York, NY 10016, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"275 3rd Ave, New York, NY 10010, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"331 E 23rd St, New York, NY 10010, United States",Good Neighbor Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"462 2nd Ave, New York, NY 10016, United States",Apotheco Pharmacy Manhattan - Dermatology Pharmacy,"pharmacy, doctor, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"385 2nd Ave, New York, NY 10010, United States",Prohealth Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"369 1st Avenue, New York, NY 10010, United States",Rite Way Drugs,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"275 3rd Ave, New York, NY 10010, United States",Roskina Irina,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"196 3rd Ave, New York, NY 10003, United States","Shui Hang Hong, RPh","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"277 1st Avenue, New York, NY 10003, United States",Esquire Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"205 3rd Ave, New York, NY 10003, United States",David's Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"33 E 23rd St, New York, NY 10010, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"426 2nd Ave, New York, NY 10010, United States",Nutri Pharma Inc,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"206 1st Avenue, New York, NY 10009, United States",New York City Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"125-133 3rd Ave, New York, NY 10003, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"168 2nd Ave, New York, NY 10003, United States",Abacus Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"New York, NY 10003, United States",Ansona Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"520 2nd Ave, New York, NY 10016, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"215 Park Ave S, New York, NY 10003, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"530 1st Avenue, New York, NY 10016, United States",NYU Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"550 2nd Ave, New York, NY 10016, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"154 9th Ave, New York, NY 10011, United States",Chelsea Royal Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"526 W 30th St, New York, NY 10001, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"250 9th Ave, New York, NY 10001, United States",NuCare Pharmacy & Surgical,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"455 W 37th St, New York, NY 10018, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"195 8th Ave, New York, NY 10011, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"5 Pennsylvania Plaza, New York, NY 10001, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"460 8th Ave, New York, NY 10001, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"282 8th Ave, New York, NY 10001, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"224 W 29th St, New York, NY 10001, United States",Moms Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"225 9th Ave, New York, NY 10011, United States",Gristede's Pharmacy,"pharmacy, supermarket, grocery_or_supermarket, food, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"272 8th Ave, New York, NY 10011, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"333 7th Ave, New York, NY 10001, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"2 Pennsylvania Plaza, New York, NY 10121, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"246 8th Ave floor 2, New York, NY 10011, United States",New London Specialty Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1 Penn Plaza, New York, NY 10119 Pennsylvania Plaza, New York, NY 10119, United States","Linda S. Li, BS","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"750 6th Ave, New York, NY 10010, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"791 6th Ave, New York, NY 10001, United States",Pharmacy RX,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"327 8th Ave, New York, NY 10001, United States","Chelsea Mobility, Health Care Equipment & Pharmacy","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"336 W 37th St #850, New York, NY 10018, United States",Mixlab,"pharmacy, veterinary_care, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"350 5th Ave, New York, NY 10118, United States",Walgreens Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"292 Madison Ave, New York, NY 10017, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"420 5th Ave, New York, NY 10018, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"155 E 34th St, New York, NY 10016, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"122 E 42nd St, New York, NY 10168, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"30 E 40th St #2, New York, NY 10016, United States",Chemist Shop,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"26 GRAND CENTRAL TERMINAL, NY 10017, United States",Rite Aid Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"120 E 34th St, New York, NY 10016, United States",HealthSource Pharmacy & Health Food Store,"pharmacy, drugstore, grocery_or_supermarket, veterinary_care, food, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"150 East 42nd Street Btwn. 3rd And, Lexington Ave, New York, NY 10017, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"55 W 39th St, New York, NY 10018, United States",Cordette Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"320 5th Ave, New York, NY 10001, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1440 Broadway, New York, NY 10018, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"604 3rd Ave, New York, NY 10016, United States",Clean Care Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"53 E 34th St, New York, NY 10016, United States",Pasteur Pharmacy Inc,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"20 W 36th St, New York, NY 10018, United States",Capsule,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"161 Madison Ave # 2, New York, NY 10016, United States",Midtown East Pharmacy & Surgical,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"530 5th Ave, New York, NY 10036, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"300 E 39th St, New York, NY 10016, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"222 E 34th St, New York, NY 10016, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1350 Broadway, New York, NY 10018, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"931 1st Avenue, New York, NY 10022, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"969 2nd Ave, New York, NY 10022, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"852 2nd Ave, New York, NY 10017, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1000 1st Avenue, New York, NY 10022, United States",HealthSource Pharmacy & Surgical,"pharmacy, drugstore, grocery_or_supermarket, veterinary_care, food, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"757 3Rd Ave Ground Floor, New York, NY 10017, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"988 1st Avenue, New York, NY 10022, United States",Corby Chemists Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"866 3rd Ave, New York, NY 10022, United States","Peter Chiu, RPh","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1052-1055 1st Avenue, New York, NY 10022, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"901 2nd Ave #1, New York, NY 10017, United States",Turtle Bay Chemists,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"575 Lexington Ave, New York, NY 10022, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"630 Lexington Ave, New York, NY 10022, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"New York, NY 10022, United States","Vanessa Vuzzo, RPH","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"425 Main St, New York, NY 10044, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"1032 1st Avenue, New York, NY 10022, United States",Pollock & Bailey Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"646 10th Ave, New York, NY 10036, United States",Thriftway Pharmacy,"pharmacy, drugstore, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"New York, NY 10036, United States",Eboa Medical Pharmacy,"pharmacy, hospital, spa, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"500 W 42nd St, New York, NY 10036, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"619 9th Ave, New York, NY 10036, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"800 10th Ave, New York, NY 10019, United States",CVS Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"771 8th Ave, New York, NY 10036, United States",Bershad Oleg,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"687 9th Ave, New York, NY 10036, United States",ESCO PHARMACY,"pharmacy, drugstore, finance, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"721 9th Ave, New York, NY 10019, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"661 8th Ave, New York, NY 10036, United States","John A. Brissette, R","pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"661 8th Ave, New York, NY 10036, United States",Duane Reade Pharmacy,"pharmacy, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
"500 W 42nd St, New York, NY 10036, United States",CVS,"drugstore, convenience_store, food, health, point_of_interest, store, establishment",1,Manhattan,361649.881587,636600558.138
